diseaseUri	CIS	CISLabel
Q1869874	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q1869874	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q1869874	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q1869874	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1869874	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q1869874	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q1869874	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q1869874	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q1869874	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q1869874	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q1869874	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q1869874	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q1869874	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q1869874	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q1869874	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q1869874	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q1869874	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q1869874	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q1869874	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q1869874	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q1869874	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q1869874	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q1869874	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q1869874	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q1869874	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q1869874	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q1869874	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q1869874	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q1869874	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q1869874	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1869874	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1869874	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q1869874	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q1869874	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q1869874	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q1869874	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q18553680	CIS68847379	DOCETAXEL TEVA 20 mg/ml, solution à diluer pour perfusion
Q1477	CIS61750511	BETNEVAL 0,1 POUR CENT, crème
Q1477	CIS60805638	BETNEVAL LOTION 0,1 %, émulsion pour application cutanée
Q1477	CIS61938997	DIPROSONE 0,05 POUR CENT, crème
Q1477	CIS60152607	BETNESOL 4 mg/1 ml, solution injectable
Q1477	CIS62243639	CELESTENE 4 mg/1 ml, solution injectable
Q1477	CIS63094301	CELESTENE 0,05 POUR CENT, solution buvable en gouttes
Q1477	CIS63923727	DIPROSONE 0,05 POUR CENT, lotion
Q1477	CIS62421127	BETNESOL 5 mg/100 ml, solution rectale en poche
Q1477	CIS64435022	DIPROSALIC, lotion
Q1477	CIS66503657	CELESTENE 8 mg/2 ml, solution injectable
Q1477	CIS66132216	DIPROSONE 0,05 POUR CENT, pommade
Q1477	CIS66171354	CELESTENE 2 mg, comprimé dispersible sécable
Q1477	CIS63931033	DAIVOBET 50 microgrammes/0,5 mg/g, pommade
Q1477	CIS61111556	BETAMETHASONE ARROW 0,05 %, solution buvable en gouttes
Q1477	CIS62191473	BETAMETHASONE EG 2 mg, comprimé dispersible sécable
Q1477	CIS62157019	BUCCOBET 0,1 mg, comprimé à sucer
Q1477	CIS65726080	BETESIL 2,250 mg, emplâtre médicamenteux
Q1477	CIS65715931	BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable
Q1477	CIS61674704	BETAMETHASONE ZENTIVA 0,05 %, solution buvable en gouttes
Q1477	CIS62362440	XAMIOL 50 microgrammes/0,5 mg/g, gel
Q1477	CIS63462194	BETAMETHASONE BIOGARAN 0,05 POUR CENT, solution buvable en gouttes
Q1477	CIS63743330	BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable
Q1477	CIS65031328	BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable
Q1477	CIS63038758	CALCIPOTRIOL/BETAMETHASONE SANDOZ 50 microgrammes/0,5 mg/g, pommade
Q1477	CIS63566111	BETAMETHASONE BIOGARAN 0,05 %, crème
Q1477	CIS68163833	DIPROSTENE, suspension injectable en seringue pré-remplie
Q1477	CIS67938491	BETNEVAL 0,1 POUR CENT, pommade
Q1477	CIS66707065	DIPROSALIC, pommade
Q1477	CIS68056596	CELESTAMINE, comprimé
Q1477	CIS68791304	CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable
Q1477	CIS69337589	DIPROLENE 0,05 POUR CENT, pommade
Q1477	CIS69428640	DIPROLENE 0,05 POUR CENT, crème
Q1477	CIS68414260	DAIVOBET 50 microgrammes/0,5 mg/g, gel
Q1477	CIS67347855	ENSTILAR 50 microgrammes/0,5mg/g, mousse cutanée
Q8277	CIS61750511	BETNEVAL 0,1 POUR CENT, crème
Q8277	CIS60805638	BETNEVAL LOTION 0,1 %, émulsion pour application cutanée
Q8277	CIS61938997	DIPROSONE 0,05 POUR CENT, crème
Q8277	CIS60152607	BETNESOL 4 mg/1 ml, solution injectable
Q8277	CIS62243639	CELESTENE 4 mg/1 ml, solution injectable
Q8277	CIS63094301	CELESTENE 0,05 POUR CENT, solution buvable en gouttes
Q8277	CIS63923727	DIPROSONE 0,05 POUR CENT, lotion
Q8277	CIS62421127	BETNESOL 5 mg/100 ml, solution rectale en poche
Q8277	CIS64435022	DIPROSALIC, lotion
Q8277	CIS66503657	CELESTENE 8 mg/2 ml, solution injectable
Q8277	CIS66132216	DIPROSONE 0,05 POUR CENT, pommade
Q8277	CIS66171354	CELESTENE 2 mg, comprimé dispersible sécable
Q8277	CIS63931033	DAIVOBET 50 microgrammes/0,5 mg/g, pommade
Q8277	CIS61111556	BETAMETHASONE ARROW 0,05 %, solution buvable en gouttes
Q8277	CIS62191473	BETAMETHASONE EG 2 mg, comprimé dispersible sécable
Q8277	CIS62157019	BUCCOBET 0,1 mg, comprimé à sucer
Q8277	CIS65726080	BETESIL 2,250 mg, emplâtre médicamenteux
Q8277	CIS65715931	BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable
Q8277	CIS61674704	BETAMETHASONE ZENTIVA 0,05 %, solution buvable en gouttes
Q8277	CIS62362440	XAMIOL 50 microgrammes/0,5 mg/g, gel
Q8277	CIS63462194	BETAMETHASONE BIOGARAN 0,05 POUR CENT, solution buvable en gouttes
Q8277	CIS63743330	BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable
Q8277	CIS65031328	BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable
Q8277	CIS63038758	CALCIPOTRIOL/BETAMETHASONE SANDOZ 50 microgrammes/0,5 mg/g, pommade
Q8277	CIS63566111	BETAMETHASONE BIOGARAN 0,05 %, crème
Q8277	CIS68163833	DIPROSTENE, suspension injectable en seringue pré-remplie
Q8277	CIS67938491	BETNEVAL 0,1 POUR CENT, pommade
Q8277	CIS66707065	DIPROSALIC, pommade
Q8277	CIS68056596	CELESTAMINE, comprimé
Q8277	CIS68791304	CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable
Q8277	CIS69337589	DIPROLENE 0,05 POUR CENT, pommade
Q8277	CIS69428640	DIPROLENE 0,05 POUR CENT, crème
Q8277	CIS68414260	DAIVOBET 50 microgrammes/0,5 mg/g, gel
Q8277	CIS67347855	ENSTILAR 50 microgrammes/0,5mg/g, mousse cutanée
Q35869	CIS61750511	BETNEVAL 0,1 POUR CENT, crème
Q35869	CIS60805638	BETNEVAL LOTION 0,1 %, émulsion pour application cutanée
Q35869	CIS61938997	DIPROSONE 0,05 POUR CENT, crème
Q35869	CIS60152607	BETNESOL 4 mg/1 ml, solution injectable
Q35869	CIS62243639	CELESTENE 4 mg/1 ml, solution injectable
Q35869	CIS63094301	CELESTENE 0,05 POUR CENT, solution buvable en gouttes
Q35869	CIS63923727	DIPROSONE 0,05 POUR CENT, lotion
Q35869	CIS62421127	BETNESOL 5 mg/100 ml, solution rectale en poche
Q35869	CIS64435022	DIPROSALIC, lotion
Q35869	CIS66503657	CELESTENE 8 mg/2 ml, solution injectable
Q35869	CIS66132216	DIPROSONE 0,05 POUR CENT, pommade
Q35869	CIS66171354	CELESTENE 2 mg, comprimé dispersible sécable
Q35869	CIS63931033	DAIVOBET 50 microgrammes/0,5 mg/g, pommade
Q35869	CIS61111556	BETAMETHASONE ARROW 0,05 %, solution buvable en gouttes
Q35869	CIS62191473	BETAMETHASONE EG 2 mg, comprimé dispersible sécable
Q35869	CIS62157019	BUCCOBET 0,1 mg, comprimé à sucer
Q35869	CIS65726080	BETESIL 2,250 mg, emplâtre médicamenteux
Q35869	CIS65715931	BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable
Q35869	CIS61674704	BETAMETHASONE ZENTIVA 0,05 %, solution buvable en gouttes
Q35869	CIS62362440	XAMIOL 50 microgrammes/0,5 mg/g, gel
Q35869	CIS63462194	BETAMETHASONE BIOGARAN 0,05 POUR CENT, solution buvable en gouttes
Q35869	CIS63743330	BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable
Q35869	CIS65031328	BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable
Q35869	CIS63038758	CALCIPOTRIOL/BETAMETHASONE SANDOZ 50 microgrammes/0,5 mg/g, pommade
Q35869	CIS63566111	BETAMETHASONE BIOGARAN 0,05 %, crème
Q35869	CIS68163833	DIPROSTENE, suspension injectable en seringue pré-remplie
Q35869	CIS67938491	BETNEVAL 0,1 POUR CENT, pommade
Q35869	CIS66707065	DIPROSALIC, pommade
Q35869	CIS68056596	CELESTAMINE, comprimé
Q35869	CIS68791304	CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable
Q35869	CIS69337589	DIPROLENE 0,05 POUR CENT, pommade
Q35869	CIS69428640	DIPROLENE 0,05 POUR CENT, crème
Q35869	CIS68414260	DAIVOBET 50 microgrammes/0,5 mg/g, gel
Q35869	CIS67347855	ENSTILAR 50 microgrammes/0,5mg/g, mousse cutanée
Q18558243	CIS66782153	AKINETON L.P. 4 mg, comprimé enrobé à libération prolongée
Q184674	CIS63498219	LEVITRA 10 mg, comprimé pelliculé
Q184674	CIS65649698	LEVITRA 20 mg, comprimé pelliculé
Q184674	CIS65167545	LEVITRA 5 mg, comprimé pelliculé
Q184674	CIS66604318	LEVITRA 10 mg, comprimé orodispersible
Q181391	CIS61983729	LONOTEN 5 mg, comprimé sécable
Q181391	CIS67395654	LONOTEN 10 mg, comprimé sécable
Q1641132	CIS61983729	LONOTEN 5 mg, comprimé sécable
Q1641132	CIS67395654	LONOTEN 10 mg, comprimé sécable
Q1485	CIS67767535	PLAQUENIL 200 mg, comprimé pelliculé
Q12156	CIS67767535	PLAQUENIL 200 mg, comprimé pelliculé
Q52844	CIS67767535	PLAQUENIL 200 mg, comprimé pelliculé
Q170990	CIS67767535	PLAQUENIL 200 mg, comprimé pelliculé
Q187255	CIS67767535	PLAQUENIL 200 mg, comprimé pelliculé
Q608085	CIS67767535	PLAQUENIL 200 mg, comprimé pelliculé
Q1479497	CIS67767535	PLAQUENIL 200 mg, comprimé pelliculé
Q190805	CIS61902218	ELIQUIS 5 mg, comprimé pelliculé
Q190805	CIS69340279	ELIQUIS 2,5 mg, comprimé pelliculé
Q220570	CIS61902218	ELIQUIS 5 mg, comprimé pelliculé
Q220570	CIS69340279	ELIQUIS 2,5 mg, comprimé pelliculé
Q261327	CIS61902218	ELIQUIS 5 mg, comprimé pelliculé
Q261327	CIS69340279	ELIQUIS 2,5 mg, comprimé pelliculé
Q815819	CIS61902218	ELIQUIS 5 mg, comprimé pelliculé
Q815819	CIS69340279	ELIQUIS 2,5 mg, comprimé pelliculé
Q1506572	CIS61902218	ELIQUIS 5 mg, comprimé pelliculé
Q1506572	CIS69340279	ELIQUIS 2,5 mg, comprimé pelliculé
Q540571	CIS60430095	MILNACIPRAN ARROW 25 mg, gélule
Q540571	CIS66475784	MILNACIPRAN BIOGARAN 25 mg, gélule
Q540571	CIS67682501	IXEL 25 mg, gélule
Q540571	CIS69663841	IXEL 50 mg, gélule
Q540571	CIS67587245	MILNACIPRAN ARROW 50 mg, gélule
Q540571	CIS67688842	MILNACIPRAN BIOGARAN 50 mg, gélule
Q12156	CIS61856062	FANSIDAR, comprimé quadrisécable
Q154878	CIS61856062	FANSIDAR, comprimé quadrisécable
Q428447	CIS61856062	FANSIDAR, comprimé quadrisécable
Q876887	CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion
Q876887	CIS63095061	ZYVOXID 100 mg/5 ml, granulés pour suspension buvable
Q876887	CIS61722572	LINEZOLIDE ARROW 600 mg, comprimé pelliculé
Q876887	CIS68311278	ZYVOXID 600 mg, comprimé pelliculé
Q876887	CIS67910613	LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion
Q876887	CIS69498279	LINEZOLIDE KABI 2 mg/ml, solution pour perfusion
Q3776920	CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion
Q3776920	CIS63095061	ZYVOXID 100 mg/5 ml, granulés pour suspension buvable
Q3776920	CIS61722572	LINEZOLIDE ARROW 600 mg, comprimé pelliculé
Q3776920	CIS68311278	ZYVOXID 600 mg, comprimé pelliculé
Q3776920	CIS67910613	LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion
Q3776920	CIS69498279	LINEZOLIDE KABI 2 mg/ml, solution pour perfusion
Q13046587	CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion
Q13046587	CIS63095061	ZYVOXID 100 mg/5 ml, granulés pour suspension buvable
Q13046587	CIS61722572	LINEZOLIDE ARROW 600 mg, comprimé pelliculé
Q13046587	CIS68311278	ZYVOXID 600 mg, comprimé pelliculé
Q13046587	CIS67910613	LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion
Q13046587	CIS69498279	LINEZOLIDE KABI 2 mg/ml, solution pour perfusion
Q55779861	CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion
Q55779861	CIS63095061	ZYVOXID 100 mg/5 ml, granulés pour suspension buvable
Q55779861	CIS61722572	LINEZOLIDE ARROW 600 mg, comprimé pelliculé
Q55779861	CIS68311278	ZYVOXID 600 mg, comprimé pelliculé
Q55779861	CIS67910613	LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion
Q55779861	CIS69498279	LINEZOLIDE KABI 2 mg/ml, solution pour perfusion
Q264118	CIS64463662	NEXAVAR 200 mg, comprimé pelliculé
Q1148337	CIS64463662	NEXAVAR 200 mg, comprimé pelliculé
Q1164529	CIS64463662	NEXAVAR 200 mg, comprimé pelliculé
Q3242950	CIS64463662	NEXAVAR 200 mg, comprimé pelliculé
Q190805	CIS63191743	CRESTOR 5 mg, comprimé pelliculé
Q190805	CIS60481517	LIPOROSA 10 mg/10 mg, gélule
Q190805	CIS62635259	LIPOROSA 20 mg/10 mg, gélule
Q190805	CIS61785626	ROSUVASTATINE TEVA 10 mg, comprimé pelliculé
Q190805	CIS60893428	ROSUVASTATINE EG 20 mg, comprimé pelliculé
Q190805	CIS61357853	ROSUVASTATINE ALMUS 10 mg, comprimé pelliculé
Q190805	CIS62238453	ROSUVASTATINE ALTER 10 mg, comprimé pelliculé
Q190805	CIS60366689	ROSUVASTATINE RANBAXY 10 mg, comprimé pelliculé
Q190805	CIS64713742	ROSUVASTATINE BIOGARAN 10 mg, comprimé pelliculé
Q190805	CIS65672729	ROSUVASTATINE BIOGARAN 5 mg, comprimé pelliculé
Q190805	CIS64033397	ROSUVASTATINE SANDOZ 20 mg, comprimé pelliculé
Q190805	CIS65227063	ROSUVASTATINE EG 10 mg, comprimé pelliculé
Q190805	CIS65918166	ROSUVASTATINE ZENTIVA 10 mg, comprimé pelliculé
Q190805	CIS63201575	ROSUVASTATINE ZENTIVA 5 mg, comprimé pelliculé
Q190805	CIS66150164	ROSUVASTATINE MYLAN 10 mg, comprimé pelliculé
Q190805	CIS65737881	ROSUVASTATINE MYLAN 20 mg, comprimé pelliculé
Q190805	CIS61306595	ROSUVASTATINE ARROW 5 mg, comprimé pelliculé
Q190805	CIS64435410	ROSUVASTATINE SANDOZ 5 mg, comprimé pelliculé
Q190805	CIS63020824	ROSUVASTATINE MYLAN 5 mg, comprimé pelliculé
Q190805	CIS63131995	ROSUVASTATINE ALMUS 5 mg, comprimé pelliculé
Q190805	CIS67273757	CRESTOR 20 mg, comprimé pelliculé
Q190805	CIS68479386	CRESTOR 10 mg, comprimé pelliculé
Q190805	CIS67607630	ROSUVASTATINE TEVA 5 mg, comprimé pelliculé
Q190805	CIS67760537	ROSUVASTATINE BIOGARAN 20 mg, comprimé pelliculé
Q190805	CIS67741362	ROSUVASTATINE ACCORD 20 mg, comprimé pelliculé
Q190805	CIS68508471	ROSUVASTATINE ALTER 5 mg, comprimé pelliculé
Q190805	CIS69414886	ROSUVASTATINE ACCORD 10 mg, comprimé pelliculé
Q190805	CIS69381938	ROSUVASTATINE ACCORD 5 mg, comprimé pelliculé
Q190805	CIS69473265	ROSUVASTATINE EG 5 mg, comprimé pelliculé
Q1476525	CIS63191743	CRESTOR 5 mg, comprimé pelliculé
Q1476525	CIS60481517	LIPOROSA 10 mg/10 mg, gélule
Q1476525	CIS62635259	LIPOROSA 20 mg/10 mg, gélule
Q1476525	CIS61785626	ROSUVASTATINE TEVA 10 mg, comprimé pelliculé
Q1476525	CIS60893428	ROSUVASTATINE EG 20 mg, comprimé pelliculé
Q1476525	CIS61357853	ROSUVASTATINE ALMUS 10 mg, comprimé pelliculé
Q1476525	CIS62238453	ROSUVASTATINE ALTER 10 mg, comprimé pelliculé
Q1476525	CIS60366689	ROSUVASTATINE RANBAXY 10 mg, comprimé pelliculé
Q1476525	CIS64713742	ROSUVASTATINE BIOGARAN 10 mg, comprimé pelliculé
Q1476525	CIS65672729	ROSUVASTATINE BIOGARAN 5 mg, comprimé pelliculé
Q1476525	CIS64033397	ROSUVASTATINE SANDOZ 20 mg, comprimé pelliculé
Q1476525	CIS65227063	ROSUVASTATINE EG 10 mg, comprimé pelliculé
Q1476525	CIS65918166	ROSUVASTATINE ZENTIVA 10 mg, comprimé pelliculé
Q1476525	CIS63201575	ROSUVASTATINE ZENTIVA 5 mg, comprimé pelliculé
Q1476525	CIS66150164	ROSUVASTATINE MYLAN 10 mg, comprimé pelliculé
Q1476525	CIS65737881	ROSUVASTATINE MYLAN 20 mg, comprimé pelliculé
Q1476525	CIS61306595	ROSUVASTATINE ARROW 5 mg, comprimé pelliculé
Q1476525	CIS64435410	ROSUVASTATINE SANDOZ 5 mg, comprimé pelliculé
Q1476525	CIS63020824	ROSUVASTATINE MYLAN 5 mg, comprimé pelliculé
Q1476525	CIS63131995	ROSUVASTATINE ALMUS 5 mg, comprimé pelliculé
Q1476525	CIS67273757	CRESTOR 20 mg, comprimé pelliculé
Q1476525	CIS68479386	CRESTOR 10 mg, comprimé pelliculé
Q1476525	CIS67607630	ROSUVASTATINE TEVA 5 mg, comprimé pelliculé
Q1476525	CIS67760537	ROSUVASTATINE BIOGARAN 20 mg, comprimé pelliculé
Q1476525	CIS67741362	ROSUVASTATINE ACCORD 20 mg, comprimé pelliculé
Q1476525	CIS68508471	ROSUVASTATINE ALTER 5 mg, comprimé pelliculé
Q1476525	CIS69414886	ROSUVASTATINE ACCORD 10 mg, comprimé pelliculé
Q1476525	CIS69381938	ROSUVASTATINE ACCORD 5 mg, comprimé pelliculé
Q1476525	CIS69473265	ROSUVASTATINE EG 5 mg, comprimé pelliculé
Q1827605	CIS63191743	CRESTOR 5 mg, comprimé pelliculé
Q1827605	CIS60481517	LIPOROSA 10 mg/10 mg, gélule
Q1827605	CIS62635259	LIPOROSA 20 mg/10 mg, gélule
Q1827605	CIS61785626	ROSUVASTATINE TEVA 10 mg, comprimé pelliculé
Q1827605	CIS60893428	ROSUVASTATINE EG 20 mg, comprimé pelliculé
Q1827605	CIS61357853	ROSUVASTATINE ALMUS 10 mg, comprimé pelliculé
Q1827605	CIS62238453	ROSUVASTATINE ALTER 10 mg, comprimé pelliculé
Q1827605	CIS60366689	ROSUVASTATINE RANBAXY 10 mg, comprimé pelliculé
Q1827605	CIS64713742	ROSUVASTATINE BIOGARAN 10 mg, comprimé pelliculé
Q1827605	CIS65672729	ROSUVASTATINE BIOGARAN 5 mg, comprimé pelliculé
Q1827605	CIS64033397	ROSUVASTATINE SANDOZ 20 mg, comprimé pelliculé
Q1827605	CIS65227063	ROSUVASTATINE EG 10 mg, comprimé pelliculé
Q1827605	CIS65918166	ROSUVASTATINE ZENTIVA 10 mg, comprimé pelliculé
Q1827605	CIS63201575	ROSUVASTATINE ZENTIVA 5 mg, comprimé pelliculé
Q1827605	CIS66150164	ROSUVASTATINE MYLAN 10 mg, comprimé pelliculé
Q1827605	CIS65737881	ROSUVASTATINE MYLAN 20 mg, comprimé pelliculé
Q1827605	CIS61306595	ROSUVASTATINE ARROW 5 mg, comprimé pelliculé
Q1827605	CIS64435410	ROSUVASTATINE SANDOZ 5 mg, comprimé pelliculé
Q1827605	CIS63020824	ROSUVASTATINE MYLAN 5 mg, comprimé pelliculé
Q1827605	CIS63131995	ROSUVASTATINE ALMUS 5 mg, comprimé pelliculé
Q1827605	CIS67273757	CRESTOR 20 mg, comprimé pelliculé
Q1827605	CIS68479386	CRESTOR 10 mg, comprimé pelliculé
Q1827605	CIS67607630	ROSUVASTATINE TEVA 5 mg, comprimé pelliculé
Q1827605	CIS67760537	ROSUVASTATINE BIOGARAN 20 mg, comprimé pelliculé
Q1827605	CIS67741362	ROSUVASTATINE ACCORD 20 mg, comprimé pelliculé
Q1827605	CIS68508471	ROSUVASTATINE ALTER 5 mg, comprimé pelliculé
Q1827605	CIS69414886	ROSUVASTATINE ACCORD 10 mg, comprimé pelliculé
Q1827605	CIS69381938	ROSUVASTATINE ACCORD 5 mg, comprimé pelliculé
Q1827605	CIS69473265	ROSUVASTATINE EG 5 mg, comprimé pelliculé
Q2711291	CIS63191743	CRESTOR 5 mg, comprimé pelliculé
Q2711291	CIS60481517	LIPOROSA 10 mg/10 mg, gélule
Q2711291	CIS62635259	LIPOROSA 20 mg/10 mg, gélule
Q2711291	CIS61785626	ROSUVASTATINE TEVA 10 mg, comprimé pelliculé
Q2711291	CIS60893428	ROSUVASTATINE EG 20 mg, comprimé pelliculé
Q2711291	CIS61357853	ROSUVASTATINE ALMUS 10 mg, comprimé pelliculé
Q2711291	CIS62238453	ROSUVASTATINE ALTER 10 mg, comprimé pelliculé
Q2711291	CIS60366689	ROSUVASTATINE RANBAXY 10 mg, comprimé pelliculé
Q2711291	CIS64713742	ROSUVASTATINE BIOGARAN 10 mg, comprimé pelliculé
Q2711291	CIS65672729	ROSUVASTATINE BIOGARAN 5 mg, comprimé pelliculé
Q2711291	CIS64033397	ROSUVASTATINE SANDOZ 20 mg, comprimé pelliculé
Q2711291	CIS65227063	ROSUVASTATINE EG 10 mg, comprimé pelliculé
Q2711291	CIS65918166	ROSUVASTATINE ZENTIVA 10 mg, comprimé pelliculé
Q2711291	CIS63201575	ROSUVASTATINE ZENTIVA 5 mg, comprimé pelliculé
Q2711291	CIS66150164	ROSUVASTATINE MYLAN 10 mg, comprimé pelliculé
Q2711291	CIS65737881	ROSUVASTATINE MYLAN 20 mg, comprimé pelliculé
Q2711291	CIS61306595	ROSUVASTATINE ARROW 5 mg, comprimé pelliculé
Q2711291	CIS64435410	ROSUVASTATINE SANDOZ 5 mg, comprimé pelliculé
Q2711291	CIS63020824	ROSUVASTATINE MYLAN 5 mg, comprimé pelliculé
Q2711291	CIS63131995	ROSUVASTATINE ALMUS 5 mg, comprimé pelliculé
Q2711291	CIS67273757	CRESTOR 20 mg, comprimé pelliculé
Q2711291	CIS68479386	CRESTOR 10 mg, comprimé pelliculé
Q2711291	CIS67607630	ROSUVASTATINE TEVA 5 mg, comprimé pelliculé
Q2711291	CIS67760537	ROSUVASTATINE BIOGARAN 20 mg, comprimé pelliculé
Q2711291	CIS67741362	ROSUVASTATINE ACCORD 20 mg, comprimé pelliculé
Q2711291	CIS68508471	ROSUVASTATINE ALTER 5 mg, comprimé pelliculé
Q2711291	CIS69414886	ROSUVASTATINE ACCORD 10 mg, comprimé pelliculé
Q2711291	CIS69381938	ROSUVASTATINE ACCORD 5 mg, comprimé pelliculé
Q2711291	CIS69473265	ROSUVASTATINE EG 5 mg, comprimé pelliculé
