ICD10	PMSI	diseaseName	Wikidata	UMLS	synonyms	abbreviation
S02.30	PMSI:DIAGNOSTIC-ICD10CHU|S02.30	Fracture fermée du plancher de l'orbite	n/a	n/a	n/a	n/a
S02.31	PMSI:DIAGNOSTIC-ICD10CHU|S02.31	Fracture ouverte du plancher de l'orbite	n/a	n/a	n/a	n/a
S02.40	PMSI:DIAGNOSTIC-ICD10CHU|S02.40	Fracture fermée des os malaires et maxillaires	n/a	n/a	n/a	n/a
S02.41	PMSI:DIAGNOSTIC-ICD10CHU|S02.41	Fracture os malaires maxillaires /ouvert	n/a	n/a	n/a	n/a
S02.50	PMSI:DIAGNOSTIC-ICD10CHU|S02.50	Fracture dentaire /fermé	n/a	n/a	n/a	n/a
S02.51	PMSI:DIAGNOSTIC-ICD10CHU|S02.51	Fracture dentaire /ouvert	n/a	n/a	n/a	n/a
S02.60	PMSI:DIAGNOSTIC-ICD10CHU|S02.60	Fracture fermée du maxillaire inférieur	n/a	n/a	n/a	n/a
S02.61	PMSI:DIAGNOSTIC-ICD10CHU|S02.61	Fracture mandibule /ouvert	n/a	n/a	n/a	n/a
S02.70	PMSI:DIAGNOSTIC-ICD10CHU|S02.70	Fractures  multiples tête /fermé	n/a	n/a	n/a	n/a
S02.71	PMSI:DIAGNOSTIC-ICD10CHU|S02.71	Fractures multiples tête /ouvert	n/a	n/a	n/a	n/a
S02.80	PMSI:DIAGNOSTIC-ICD10CHU|S02.80	Fractures  d'autres os tête /fermé	n/a	n/a	n/a	n/a
S02.81	PMSI:DIAGNOSTIC-ICD10CHU|S02.81	Fractures autres os tête /ouvert	n/a	n/a	n/a	n/a
S02.91	PMSI:DIAGNOSTIC-ICD10CHU|S02.91	Fracture os tête /ouvert, SP	n/a	n/a	n/a	n/a
S03.0	PMSI:DIAGNOSTIC-ICD10CHU|S03.0	Luxation  de la machoire	n/a	n/a	n/a	n/a
S03.1	PMSI:DIAGNOSTIC-ICD10CHU|S03.1	Luxation  cloison  nez	n/a	n/a	n/a	n/a
S03.3	PMSI:DIAGNOSTIC-ICD10CHU|S03.3	Luxation de parties autres et non précisées de la tête	n/a	n/a	n/a	n/a
S03.4	PMSI:DIAGNOSTIC-ICD10CHU|S03.4	Entorse et foulure de la mâchoire	n/a	n/a	n/a	n/a
S04.0	PMSI:DIAGNOSTIC-ICD10CHU|S04.0	Lésion traumatique du nerf et des voies optiques	n/a	n/a	n/a	n/a
S04.1	PMSI:DIAGNOSTIC-ICD10CHU|S04.1	Lésion traumatique du nerf moteur oculaire commun	n/a	n/a	n/a	n/a
S04.2	PMSI:DIAGNOSTIC-ICD10CHU|S04.2	Lésion traumatique du nerf pathétique	n/a	n/a	n/a	n/a
S04.4	PMSI:DIAGNOSTIC-ICD10CHU|S04.4	Lésion traumatique du nerf moteur oculaire externe	n/a	n/a	n/a	n/a
S04.6	PMSI:DIAGNOSTIC-ICD10CHU|S04.6	Lésion traumatique du nerf auditif	n/a	n/a	n/a	n/a
S04.8	PMSI:DIAGNOSTIC-ICD10CHU|S04.8	Lésion traumatique d'autres nerfs crâniens	n/a	n/a	n/a	n/a
S04.9	PMSI:DIAGNOSTIC-ICD10CHU|S04.9	Lésion traumatique d'un nerf crânien, sans précision	n/a	n/a	n/a	n/a
S05.0	PMSI:DIAGNOSTIC-ICD10CHU|S05.0	Lésion traumatique de la conjonctive et abrasion de la cornée sans mention de corps étranger	n/a	n/a	n/a	n/a
S05.1	PMSI:DIAGNOSTIC-ICD10CHU|S05.1	Contusion du globe oculaire et des tissus de l'orbite	n/a	n/a	n/a	n/a
S05.2	PMSI:DIAGNOSTIC-ICD10CHU|S05.2	Lacération et rupture oculaires avec protrusion ou perte de tissu intra-oculaire	n/a	n/a	n/a	n/a
S05.6	PMSI:DIAGNOSTIC-ICD10CHU|S05.6	Plaie pénétrante du globe oculaire, sans corps étranger	n/a	n/a	n/a	n/a
S05.8	PMSI:DIAGNOSTIC-ICD10CHU|S05.8	Autres lésions traumatiques de l'oeil et de l'orbite	n/a	n/a	n/a	n/a
S05.9	PMSI:DIAGNOSTIC-ICD10CHU|S05.9	Lésion traumatique de l'oeil et de l'orbite, non précisée	n/a	n/a	n/a	n/a
S06.00	PMSI:DIAGNOSTIC-ICD10CHU|S06.00	Commotion (TC) sans plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.01	PMSI:DIAGNOSTIC-ICD10CHU|S06.01	Commotion (TC) avec plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.10	PMSI:DIAGNOSTIC-ICD10CHU|S06.10	Oedème cérébral traumatique fermé	n/a	n/a	n/a	n/a
S06.11	PMSI:DIAGNOSTIC-ICD10CHU|S06.11	Oedème cérébral traumatique avec plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.20	PMSI:DIAGNOSTIC-ICD10CHU|S06.20	Contusion hémorragique cérébrale diffuse, fermé	n/a	n/a	n/a	n/a
S06.21	PMSI:DIAGNOSTIC-ICD10CHU|S06.21	Contusion hémorragique cérébrale diffuse, ouvert	n/a	n/a	n/a	n/a
S06.30	PMSI:DIAGNOSTIC-ICD10CHU|S06.30	Contusion hémorragique en foyer, fermé	n/a	n/a	n/a	n/a
S06.31	PMSI:DIAGNOSTIC-ICD10CHU|S06.31	Contusion hémorragique en foyer, ouvert	n/a	n/a	n/a	n/a
S06.40	PMSI:DIAGNOSTIC-ICD10CHU|S06.40	Hématome extra-dural traumatique sans plaie intracranienne	n/a	n/a	n/a	n/a
S06.41	PMSI:DIAGNOSTIC-ICD10CHU|S06.41	Hématome extra-dural traumatique avec plaie intracranienne	n/a	n/a	n/a	n/a
S06.5	PMSI:DIAGNOSTIC-ICD10CHU|S06.5	Hémorragie sous-durale traumatique	n/a	n/a	n/a	['HSD']
S06.50	PMSI:DIAGNOSTIC-ICD10CHU|S06.50	Hématome sous-dural traumatique sans plaie intracranienne	n/a	n/a	n/a	n/a
S06.51	PMSI:DIAGNOSTIC-ICD10CHU|S06.51	Hématome sous-dural  traumatique avec plaie intracranienne	n/a	n/a	n/a	n/a
S06.60	PMSI:DIAGNOSTIC-ICD10CHU|S06.60	Hémorragie méningée traumatique  sans plaie intracranienne	n/a	n/a	n/a	n/a
S06.61	PMSI:DIAGNOSTIC-ICD10CHU|S06.61	Hémorragie méningée traumatique avec plaie intracranienne	n/a	n/a	n/a	n/a
S06.70	PMSI:DIAGNOSTIC-ICD10CHU|S06.70	Lésion traumatique intracrânienne avec coma prolongé sans plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.71	PMSI:DIAGNOSTIC-ICD10CHU|S06.71	Lésion traumatique intracrânienne avec coma prolongé avec plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.80	PMSI:DIAGNOSTIC-ICD10CHU|S06.80	Autres lésions traumatiques intracrâniennes sans plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.81	PMSI:DIAGNOSTIC-ICD10CHU|S06.81	Autres lésions traumatiques intracrâniennes avec plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.90	PMSI:DIAGNOSTIC-ICD10CHU|S06.90	Lésion traumatique intracrânienne, sans précision, sans plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S06.91	PMSI:DIAGNOSTIC-ICD10CHU|S06.91	Lésion traumatique intracrânienne, sans précision, avec plaie intracrânienne ouverte	n/a	n/a	n/a	n/a
S07.0	PMSI:DIAGNOSTIC-ICD10CHU|S07.0	Ecrasement de la face	n/a	n/a	n/a	n/a
P00.9	PMSI:DIAGNOSTIC-ICD10CHU|P00.9	Foetus et NN affectés par une affection maternelle, SAI	n/a	n/a	n/a	n/a
P01.0	PMSI:DIAGNOSTIC-ICD10CHU|P01.0	Foetus et NN affectés par la béance du col	n/a	n/a	n/a	n/a
P01.1	PMSI:DIAGNOSTIC-ICD10CHU|P01.1	Foetus et NN affectés par la rupture prématurée des membranes	n/a	n/a	n/a	n/a
P01.2	PMSI:DIAGNOSTIC-ICD10CHU|P01.2	Foetus et NN affectés par un oligoamnios	n/a	n/a	n/a	n/a
P01.3	PMSI:DIAGNOSTIC-ICD10CHU|P01.3	Foetus et NN affectés par un hydramnios	n/a	n/a	n/a	n/a
P01.4	PMSI:DIAGNOSTIC-ICD10CHU|P01.4	Foetus et NN affectés par une grossesse extra-utérine	n/a	n/a	n/a	n/a
P01.5	PMSI:DIAGNOSTIC-ICD10CHU|P01.5	Foetus et NN affectés par une grossesse multiple	n/a	n/a	n/a	n/a
P01.6	PMSI:DIAGNOSTIC-ICD10CHU|P01.6	Foetus et NN affectés par la mort de la mère	n/a	n/a	n/a	n/a
P01.7	PMSI:DIAGNOSTIC-ICD10CHU|P01.7	Foetus et NN affectés par une présentation anormale avant le travail	n/a	n/a	n/a	n/a
P01.8	PMSI:DIAGNOSTIC-ICD10CHU|P01.8	Foetus et NN affectés par d'autres complications de la grossesse chez la mère	n/a	n/a	n/a	n/a
P01.9	PMSI:DIAGNOSTIC-ICD10CHU|P01.9	Foetus et NN affectés par une complication de grossesse chez la mère, SAI	n/a	n/a	n/a	n/a
P02.0	PMSI:DIAGNOSTIC-ICD10CHU|P02.0	Foetus et NN affectés par un placenta praevia	n/a	n/a	n/a	n/a
P02.1	PMSI:DIAGNOSTIC-ICD10CHU|P02.1	Foetus et NN affectés par d'autres formes de décollement et d'hémorragie placentaires	n/a	n/a	n/a	n/a
P02.4	PMSI:DIAGNOSTIC-ICD10CHU|P02.4	Foetus et NN affectés par une procidence du cordon ombilical	n/a	n/a	n/a	n/a
P02.5	PMSI:DIAGNOSTIC-ICD10CHU|P02.5	Foetus et NN affectés par d'autres formes de compression du cordon ombilical	n/a	n/a	n/a	n/a
P02.6	PMSI:DIAGNOSTIC-ICD10CHU|P02.6	Foetus et NN affectés par des affections du cordon ombilical, autres et SAI	n/a	n/a	n/a	n/a
P02.8	PMSI:DIAGNOSTIC-ICD10CHU|P02.8	Foetus et NN affectés par d'autres anomalies des membranes	n/a	n/a	n/a	n/a
P03.0	PMSI:DIAGNOSTIC-ICD10CHU|P03.0	Foetus et NN affectés par un accouchement et une extraction par le siège	n/a	n/a	n/a	n/a
P03.1	PMSI:DIAGNOSTIC-ICD10CHU|P03.1	Foetus et NN affectés par autres présent vicieuses, disp foeto-pelv, travail-accouchement	n/a	n/a	n/a	n/a
P03.2	PMSI:DIAGNOSTIC-ICD10CHU|P03.2	Foetus et NN affectés par un accouchement par forceps	n/a	n/a	n/a	n/a
P03.3	PMSI:DIAGNOSTIC-ICD10CHU|P03.3	Foetus et NN affectés par un accouchement par extracteur pneumatique [ventouse]	n/a	n/a	n/a	n/a
P03.4	PMSI:DIAGNOSTIC-ICD10CHU|P03.4	Foetus et NN affectés par un accouchement par césarienne	n/a	n/a	n/a	n/a
P03.6	PMSI:DIAGNOSTIC-ICD10CHU|P03.6	Foetus et NN affectés par des contractions anormales de l'utérus	n/a	n/a	n/a	n/a
P03.8	PMSI:DIAGNOSTIC-ICD10CHU|P03.8	Foetus et NN affectés par d'autres complications précisées du travail et de l'accouchement	n/a	n/a	n/a	n/a
P03.9	PMSI:DIAGNOSTIC-ICD10CHU|P03.9	Foetus et NN affectés par une complication du travail et de l'accouchement, SAI	n/a	n/a	n/a	n/a
P04.0	PMSI:DIAGNOSTIC-ICD10CHU|P04.0	Foetus et NN affectés par anesthésie-analgésie mère, au cours de grossesse, travail, accouchement	n/a	n/a	n/a	n/a
P04.1	PMSI:DIAGNOSTIC-ICD10CHU|P04.1	Foetus et NN affectés par d'autres médicaments absorbés par la mère	n/a	n/a	n/a	n/a
P04.2	PMSI:DIAGNOSTIC-ICD10CHU|P04.2	Foetus et NN affectés par le tabagisme de la mère	n/a	n/a	n/a	n/a
P04.3	PMSI:DIAGNOSTIC-ICD10CHU|P04.3	Foetus et NN affectés par l'alcoolisme de la mère	n/a	n/a	n/a	n/a
P04.4	PMSI:DIAGNOSTIC-ICD10CHU|P04.4	Foetus et NN affectés par la toxicomanie de la mère	n/a	n/a	n/a	n/a
P04.5	PMSI:DIAGNOSTIC-ICD10CHU|P04.5	Foetus et NN affectés par une utilisation par la mère de substances chimiques nutritionnelles	n/a	n/a	n/a	n/a
P04.6	PMSI:DIAGNOSTIC-ICD10CHU|P04.6	Foetus et NN affectés par l'exposition de la mère à des substances chimiques de l'environnement	n/a	n/a	n/a	n/a
P04.8	PMSI:DIAGNOSTIC-ICD10CHU|P04.8	Foetus et NN affectés par d'autres effets nocifs maternels	n/a	n/a	n/a	n/a
P04.9	PMSI:DIAGNOSTIC-ICD10CHU|P04.9	Foetus et NN affectés par un effet nocif maternel, SAI	n/a	n/a	n/a	n/a
P05.0	PMSI:DIAGNOSTIC-ICD10CHU|P05.0	Retard de croissance et malnutrition du foetus : faible poids pour l'âge gestationnel	n/a	n/a	n/a	n/a
P05.1	PMSI:DIAGNOSTIC-ICD10CHU|P05.1	Retard de croissance et malnutrition du foetus : petite taille pour l'âge gestationnel	n/a	n/a	n/a	n/a
P05.2	PMSI:DIAGNOSTIC-ICD10CHU|P05.2	Malnutrition du foetus, sans mention de léger ou petit pour l'âge gestationnel	n/a	n/a	n/a	n/a
P07.1	PMSI:DIAGNOSTIC-ICD10CHU|P07.1	Foetus et NN : autres poids faibles à la naissance	n/a	n/a	n/a	n/a
P07.2	PMSI:DIAGNOSTIC-ICD10CHU|P07.2	Foetus et NN : immaturité extrême	n/a	n/a	n/a	n/a
P07.3	PMSI:DIAGNOSTIC-ICD10CHU|P07.3	Autres prématurités	Q625506	n/a	n/a	n/a
P08.0	PMSI:DIAGNOSTIC-ICD10CHU|P08.0	Foetus et NN : enfant exceptionnellement gros [Macrosomie], en l'absence de diabète maternel	n/a	n/a	n/a	n/a
P08.1	PMSI:DIAGNOSTIC-ICD10CHU|P08.1	Foetus et NN : autres enfants gros pour l'âge gestationnel	n/a	n/a	n/a	n/a
P08.2	PMSI:DIAGNOSTIC-ICD10CHU|P08.2	Foetus et NN : enfant né après terme, qui n'est pas gros pour l'âge gestationnel [Postmaturité]	Q3399863	n/a	n/a	n/a
P10.0	PMSI:DIAGNOSTIC-ICD10CHU|P10.0	Foetus et NN : Hémorragie sous-durale due à un traumatisme obstétrical	n/a	n/a	n/a	['HSD']
P10.1	PMSI:DIAGNOSTIC-ICD10CHU|P10.1	Foetus et NN : Hémorragie cérébrale due à un traumatisme obstétrical	Q1368943	n/a	n/a	['HIP']
P10.2	PMSI:DIAGNOSTIC-ICD10CHU|P10.2	Foetus et NN : Hémorragie intraventriculaire due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P10.8	PMSI:DIAGNOSTIC-ICD10CHU|P10.8	Foetus et NN : Autres déchirures et hémorragies intracrâniennes dues à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P11.0	PMSI:DIAGNOSTIC-ICD10CHU|P11.0	Foetus et NN : Oedème cérébral dû à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P11.1	PMSI:DIAGNOSTIC-ICD10CHU|P11.1	Foetus et NN : Autres lésions cérébrales précisées, dues à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P11.2	PMSI:DIAGNOSTIC-ICD10CHU|P11.2	Foetus et NN : Lésion cérébrale non précisée, due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P11.3	PMSI:DIAGNOSTIC-ICD10CHU|P11.3	Foetus et NN : Lésion du nerf facial due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P11.5	PMSI:DIAGNOSTIC-ICD10CHU|P11.5	Foetus et NN : Lésion du rachis et de la moelle épinière due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P12.0	PMSI:DIAGNOSTIC-ICD10CHU|P12.0	Céphalhématome du nouveau né	n/a	n/a	n/a	n/a
P12.1	PMSI:DIAGNOSTIC-ICD10CHU|P12.1	Foetus et NN : Hématome en chignon dû à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P12.2	PMSI:DIAGNOSTIC-ICD10CHU|P12.2	Foetus et NN : Hémorragie épicrânienne sous-aponévrotique due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P12.3	PMSI:DIAGNOSTIC-ICD10CHU|P12.3	Foetus et NN : Meurtrissure du cuir chevelu due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P12.4	PMSI:DIAGNOSTIC-ICD10CHU|P12.4	Foetus et NN : Lésion du cuir chevelu liée à une surveillance électronique continue	n/a	n/a	n/a	n/a
P12.8	PMSI:DIAGNOSTIC-ICD10CHU|P12.8	Foetus et NN : Autres lésions du cuir chevelu dues à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P12.9	PMSI:DIAGNOSTIC-ICD10CHU|P12.9	Foetus et NN : Lésion du cuir chevelu due à un traumatisme obstétrical, SAI	n/a	n/a	n/a	n/a
P13.0	PMSI:DIAGNOSTIC-ICD10CHU|P13.0	Foetus et NN : Fracture du crâne due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P13.2	PMSI:DIAGNOSTIC-ICD10CHU|P13.2	Foetus et NN : Lésion du fémur due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P13.3	PMSI:DIAGNOSTIC-ICD10CHU|P13.3	Foetus et NN : Lésion d'autres os longs due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P13.4	PMSI:DIAGNOSTIC-ICD10CHU|P13.4	Foetus et NN : Fracture de la clavicule due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P13.8	PMSI:DIAGNOSTIC-ICD10CHU|P13.8	Foetus et NN : Lésions d'autres parties du squelette dues à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P13.9	PMSI:DIAGNOSTIC-ICD10CHU|P13.9	Foetus et NN : Lésion du squelette due à un traumatisme obstétrical, SAI	n/a	n/a	n/a	n/a
P14.2	PMSI:DIAGNOSTIC-ICD10CHU|P14.2	Foetus et NN : Paralysie du nerf phrénique due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P14.9	PMSI:DIAGNOSTIC-ICD10CHU|P14.9	Foetus et NN : Lésion du système nerveux périphérique due à un traumatisme obstétrical, SAI	n/a	n/a	n/a	n/a
P15.2	PMSI:DIAGNOSTIC-ICD10CHU|P15.2	Foetus et NN : Lésion sterno-cléïdo-mastoïdienne due à une traumatisme obstétrical	n/a	n/a	n/a	n/a
P15.3	PMSI:DIAGNOSTIC-ICD10CHU|P15.3	Foetus et NN : Lésion de l'oeil due à une traumatisme obstétrical	n/a	n/a	n/a	n/a
P15.5	PMSI:DIAGNOSTIC-ICD10CHU|P15.5	Foetus et NN : Lésion des organes génitaux externes due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P15.6	PMSI:DIAGNOSTIC-ICD10CHU|P15.6	Foetus et NN : Adiponécrose sous-cutanée due à un traumatisme obstétrical	n/a	n/a	n/a	n/a
P15.8	PMSI:DIAGNOSTIC-ICD10CHU|P15.8	Foetus et NN : Autres traumatismes obstétricaux précisés	n/a	n/a	n/a	n/a
P20.0	PMSI:DIAGNOSTIC-ICD10CHU|P20.0	Foetus et NN : Hypoxie intra-utérine constatée pour la première fois avant le début du travail	n/a	n/a	n/a	n/a
P20.1	PMSI:DIAGNOSTIC-ICD10CHU|P20.1	Foetus et NN : 1er constat d'hypoxie intra-utérine pendant travail-accouchement	n/a	n/a	n/a	n/a
P20.9	PMSI:DIAGNOSTIC-ICD10CHU|P20.9	Foetus et NN : Hypoxie intra-utérine, SAI	n/a	n/a	n/a	n/a
P21.0	PMSI:DIAGNOSTIC-ICD10CHU|P21.0	Foetus et NN : Asphyxie obstétricale grave	n/a	n/a	n/a	n/a
P21.1	PMSI:DIAGNOSTIC-ICD10CHU|P21.1	Foetus et NN : Asphyxie obstétricale légère ou modérée	n/a	n/a	n/a	n/a
P22.1	PMSI:DIAGNOSTIC-ICD10CHU|P22.1	Tachypnée transitoire du nouveau-né	n/a	n/a	n/a	n/a
P22.8	PMSI:DIAGNOSTIC-ICD10CHU|P22.8	Autres détresses respiratoires du nouveau-né	n/a	n/a	n/a	n/a
P22.9	PMSI:DIAGNOSTIC-ICD10CHU|P22.9	Détresse respiratoire du nouveau né, SP	n/a	n/a	n/a	n/a
P23.3	PMSI:DIAGNOSTIC-ICD10CHU|P23.3	Foetus et NN : Pneumonie congénitale à streptocoques, groupe B	n/a	n/a	n/a	n/a
P23.4	PMSI:DIAGNOSTIC-ICD10CHU|P23.4	Foetus et NN : Pneumopathie congénitale à Escherichia coli	n/a	n/a	n/a	n/a
P23.5	PMSI:DIAGNOSTIC-ICD10CHU|P23.5	Foetus et NN : Pneumopathie congénitale à Pseudomonas	n/a	n/a	n/a	n/a
P23.6	PMSI:DIAGNOSTIC-ICD10CHU|P23.6	Foetus et NN : Pneumopathie congénitale due à d'autres agents bactériens	n/a	n/a	n/a	n/a
P23.8	PMSI:DIAGNOSTIC-ICD10CHU|P23.8	Foetus et NN : Pneumopathie congénitale due à d'autres micro-organismes	n/a	n/a	n/a	n/a
P23.9	PMSI:DIAGNOSTIC-ICD10CHU|P23.9	Foetus et NN : Pneumopathie congénitale, SAI	n/a	n/a	n/a	n/a
P24.0	PMSI:DIAGNOSTIC-ICD10CHU|P24.0	Aspiration néonatale de méconium	Q1918881	n/a	n/a	n/a
P24.1	PMSI:DIAGNOSTIC-ICD10CHU|P24.1	Aspiration néonatale de liquide amniotique et de mucus	n/a	n/a	n/a	n/a
P24.2	PMSI:DIAGNOSTIC-ICD10CHU|P24.2	Aspiration néonatale de sang	n/a	n/a	n/a	n/a
P24.3	PMSI:DIAGNOSTIC-ICD10CHU|P24.3	Aspiration néonatale de lait et d'aliments régurgités	n/a	n/a	n/a	n/a
P24.8	PMSI:DIAGNOSTIC-ICD10CHU|P24.8	Autres syndromes néonatals d'aspiration	n/a	n/a	n/a	n/a
P24.9	PMSI:DIAGNOSTIC-ICD10CHU|P24.9	Sd inhalation du nouveau né, SP	n/a	n/a	n/a	n/a
P25.0	PMSI:DIAGNOSTIC-ICD10CHU|P25.0	Emphysème interstitiel survenant pendant la période périnatale	n/a	n/a	n/a	n/a
P25.1	PMSI:DIAGNOSTIC-ICD10CHU|P25.1	Pneumothorax du nouveau né	n/a	n/a	n/a	n/a
P25.2	PMSI:DIAGNOSTIC-ICD10CHU|P25.2	Pneumomédiastin survenant pendant la période périnatale	n/a	n/a	n/a	n/a
P25.3	PMSI:DIAGNOSTIC-ICD10CHU|P25.3	Pneumopéricarde survenant pendant la période périnatale	n/a	n/a	n/a	n/a
M9962/1	PMSI:DIAGNOSTIC-ICD10CHU|M9962/1	n/a	n/a	n/a	n/a	n/a
M9962/3	PMSI:DIAGNOSTIC-ICD10CHU|M9962/3	Thrombocythémie essentielle	n/a	n/a	n/a	n/a
M9963/3	PMSI:DIAGNOSTIC-ICD10CHU|M9963/3	Leucémie chronique à polynucléaires neutrophiles	n/a	n/a	n/a	n/a
M9964/3	PMSI:DIAGNOSTIC-ICD10CHU|M9964/3	Syndrome hyperéosinophilique	n/a	n/a	n/a	n/a
M9970/1	PMSI:DIAGNOSTIC-ICD10CHU|M9970/1	Syndrome lymphoprolifératif, SAI	n/a	n/a	n/a	n/a
M9975/1	PMSI:DIAGNOSTIC-ICD10CHU|M9975/1	Myeloproliferative disease, NOS	n/a	n/a	n/a	n/a
M9980/1	PMSI:DIAGNOSTIC-ICD10CHU|M9980/1	n/a	n/a	n/a	n/a	n/a
M9982/3	PMSI:DIAGNOSTIC-ICD10CHU|M9982/3	Refractory anemia with sideroblasts	n/a	n/a	n/a	n/a
M9983/1	PMSI:DIAGNOSTIC-ICD10CHU|M9983/1	n/a	n/a	n/a	n/a	n/a
M9983/3	PMSI:DIAGNOSTIC-ICD10CHU|M9983/3	Refractory anemia with excess blasts	n/a	n/a	n/a	n/a
M9984/1	PMSI:DIAGNOSTIC-ICD10CHU|M9984/1	n/a	n/a	n/a	n/a	n/a
M9985/3	PMSI:DIAGNOSTIC-ICD10CHU|M9985/3	Refractory cytopenia with multilineage dysplasia	n/a	n/a	n/a	n/a
M9986/3	PMSI:DIAGNOSTIC-ICD10CHU|M9986/3	Syndrome myélodysplasique avec syndrome de délétion du bras court du chromosome 5 (5q-)	n/a	n/a	n/a	n/a
M9989/1	PMSI:DIAGNOSTIC-ICD10CHU|M9989/1	n/a	n/a	n/a	n/a	n/a
M9989/3	PMSI:DIAGNOSTIC-ICD10CHU|M9989/3	Syndrome myélodysplasique, SAI	n/a	n/a	n/a	n/a
N00.0	PMSI:DIAGNOSTIC-ICD10CHU|N00.0	Syndrome néphritique aigu avec anomalies glomérulaires mineures	n/a	n/a	n/a	n/a
N00.4	PMSI:DIAGNOSTIC-ICD10CHU|N00.4	Syndrome néphritique aigu avec glomérulonéphrite proliférative endocapillaire diffuse	n/a	n/a	n/a	n/a
N00.5	PMSI:DIAGNOSTIC-ICD10CHU|N00.5	Syndrome néphritique aigu avec glomérulonéphrite mésangiocapillaire diffuse	n/a	n/a	n/a	n/a
N00.6	PMSI:DIAGNOSTIC-ICD10CHU|N00.6	Syndrome néphritique aigu avec maladie à dépôt dense	n/a	n/a	n/a	n/a
N00.7	PMSI:DIAGNOSTIC-ICD10CHU|N00.7	Syndrome néphritique aigu avec glomérulonéphrite diffuse en croissant	n/a	n/a	n/a	n/a
N00.8	PMSI:DIAGNOSTIC-ICD10CHU|N00.8	Syndrome néphritique aigu avec autres lésions morphologiques	n/a	n/a	n/a	n/a
N00.9	PMSI:DIAGNOSTIC-ICD10CHU|N00.9	Syndrome néphritique aigu sans précision	n/a	n/a	n/a	n/a
N01.0	PMSI:DIAGNOSTIC-ICD10CHU|N01.0	Syndrome néphritique rapide avec anomalies glomérulaires mineures	n/a	n/a	n/a	n/a
N01.1	PMSI:DIAGNOSTIC-ICD10CHU|N01.1	Syndrome néphritique rapide avec lésions glomér segmentaires et focales	n/a	n/a	n/a	n/a
N01.2	PMSI:DIAGNOSTIC-ICD10CHU|N01.2	Syndrome néphritique rapide avec glomérulonéphrite membraneuse diffuse	n/a	n/a	n/a	n/a
N01.4	PMSI:DIAGNOSTIC-ICD10CHU|N01.4	Syndrome néphritique rapide avec glomérulonéphrite proliférative endocapillaire diffuse	n/a	n/a	n/a	n/a
N01.5	PMSI:DIAGNOSTIC-ICD10CHU|N01.5	Syndrome néphritique rapide avec glomérulonéphrite mésangiocapillaire diffuse	n/a	n/a	n/a	n/a
N01.79	PMSI:DIAGNOSTIC-ICD10CHU|N01.79	Syndrome néphritique rapide avec glomérulonéphrite diffuse en croissant, autres et SAI	n/a	n/a	n/a	n/a
N01.8	PMSI:DIAGNOSTIC-ICD10CHU|N01.8	Syndrome néphritique rapide avec autres lésions morphologiques	n/a	n/a	n/a	n/a
N01.9	PMSI:DIAGNOSTIC-ICD10CHU|N01.9	Syndrome néphritique d'évolution rapide, sans précision	n/a	n/a	n/a	n/a
N02.00	PMSI:DIAGNOSTIC-ICD10CHU|N02.00	Hématurie récidivante et persistante avec anomalies glomérulaires mineures, dépôts Ig A	n/a	n/a	n/a	n/a
N02.09	PMSI:DIAGNOSTIC-ICD10CHU|N02.09	Hématurie récidivante et persistante avec anomalies glomérulaires mineures, autres et SAI	n/a	n/a	n/a	n/a
N02.10	PMSI:DIAGNOSTIC-ICD10CHU|N02.10	Hématurie récidivante et persistante avec lésions glomér segmentaires et focales, dépôts Ig A	n/a	n/a	n/a	n/a
N02.19	PMSI:DIAGNOSTIC-ICD10CHU|N02.19	Hématurie récidivante et persistante avec lésions glomér segmentaires et focales, autres et SAI	n/a	n/a	n/a	n/a
N02.2	PMSI:DIAGNOSTIC-ICD10CHU|N02.2	Hématurie récidivante et persistante avec glomérulonéphrite membraneuse diffuse	n/a	n/a	n/a	n/a
