diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight
Q11627066	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q28024539	chalazion	Q769595	['C0007933']	['kyste de la glande de meibomius', 'kyste meibomien', 'kyste des glandes de meibomius', 'chalazion']	1.0
Q127724	diplopie	Q775940	['C0012569']	['diplopie', 'dedoublement de la vision', 'vision double']	0.333
Q154865	diplopie	Q775940	['C0012569']	['diplopie', 'dedoublement de la vision', 'vision double']	0.333
Q1198391	diplopie	Q775940	['C0012569']	['diplopie', 'dedoublement de la vision', 'vision double']	0.333
Q164727	saute d'humeur	Q7933601	n/a	n/a	0.5
Q332293	douleur au poignet	Q8038367	n/a	n/a	1.0
Q649558	signe de Romana	Q9296830	n/a	n/a	1.0
Q937818	diarrhée chronique	Q10266065	['C0401151']	['diarrhée récidivante', 'diarrhée chronique']	1.0
Q28024539	hypocholestérolémie	Q10295810	['C0151718']	['hypocholestérolémie', 'hypocholestérémie', 'diminution de la cholesterolemie', 'reduction de la cholesterolemie', 'hypocholesterolemie', 'chute de la cholesterolemie']	1.0
Q28024539	Hypofibrinogénémie	Q10295815	['C0553681']	['hypofibrinogénémie', 'fibrinogénopénie']	1.0
Q3508585	macrostomie	Q10322835	['C0024433', 'C3150792']	['macrostomie']	1.0
Q166907	larmoiement	Q14905255	['C0423153']	['larmoiement']	0.5
Q3153686	larmoiement	Q14905255	['C0423153']	['larmoiement']	0.5
Q212961	syndrome de Trousseau	Q15401621	['C0398359']	['syndrome de trousseau']	1.0
Q12199	léthargie	Q15637420	['C0023380']	['lethargie', 'léthargie', 'léthargique']	1.0
Q326071	fatigue physiologique	Q15729017	n/a	n/a	0.5
Q1364270	fatigue physiologique	Q15729017	n/a	n/a	0.5
Q1518637	syndrome de Verner-Morrison	Q18557427	['C0086768']	['syndrome de verner-morrison', 'choléra pancréatique', 'syndrome de verner-morrisson', 'choléra endocrinien', 'choléra endocrine', 'syndrome de diarrhée aqueuse avec hypokaliémie et achlorhydrie']	1.0
Q5196200	hypertension intra-crânienne	Q18558125	['C0151740']	['augmentation de la pression intracrânienne', 'hypertension intracrânienne sai', 'pression du liquide céphalorachidien augmentée', 'hic (hypertension intracrânienne)', 'pression du lcr augmentée', 'pression intracrânienne augmentée', 'pression intracrânienne augmentée sai', 'augm pression intracranienne', 'hypertension intracrânienne', 'hypertension intracranienne']	1.0
Q1154422	retard de la chute du cordon ombilical	Q18966290	n/a	n/a	1.0
Q5032577	hyperémèse	Q18968158	n/a	n/a	1.0
Q17122962	dysplasie mésomélique	Q19597858	n/a	n/a	1.0
Q117121	signe du panda géant	Q20706838	n/a	n/a	1.0
Q145790	douleur oculaire	Q21077147	n/a	n/a	1.0
Q32553811	tremblement des doigts	Q21109837	['C0239601']	['tremblement des doigts']	1.0
Q154878	fièvre légère	Q480971	['C0239574']	['fébricule']	0.2
Q837054	fièvre légère	Q480971	['C0239574']	['fébricule']	0.2
Q3589128	fièvre légère	Q480971	['C0239574']	['fébricule']	0.2
Q15401586	fièvre légère	Q480971	['C0239574']	['fébricule']	0.2
Q18554367	fièvre légère	Q480971	['C0239574']	['fébricule']	0.2
Q1404470	leucopénie	Q496812	['C0023530']	['leucopenie', 'leucopénie sai', 'leucocytopénie', 'leucopénie']	0.5
Q2583514	leucopénie	Q496812	['C0023530']	['leucopenie', 'leucopénie sai', 'leucocytopénie', 'leucopénie']	0.5
Q2033532	fistule congénitale de la lèvre	Q5160444	['C0158670', 'C0341059']	['fistule congénitale de la lèvre', 'fistule labiale congénitale']	1.0
Q208562	dolichosténomélie	Q5289085	['C1836644']	[]	1.0
Q2388598	enchondromatose	Q5375429	n/a	n/a	1.0
Q164727	épisclère	Q5383279	n/a	n/a	1.0
Q42844	trouble des fonctions exécutives	Q5419936	['C2748208']	['dysfonctionnement exécutif']	0.333
Q181923	trouble des fonctions exécutives	Q5419936	['C2748208']	['dysfonctionnement exécutif']	0.333
Q4340209	trouble des fonctions exécutives	Q5419936	['C2748208']	['dysfonctionnement exécutif']	0.333
Q154874	signe de Faget	Q5429401	n/a	n/a	1.0
Q2521341	foetor	Q5445966	['C0683113']	[]	1.0
Q1431371	hyperhidrose gustative	Q5621038	n/a	n/a	1.0
Q649558	cardiomyopathie	Q847583	['C0033141', 'C0036529', 'C0878544']	['cardiomyopathie primaire sai', 'cardiomyopathies primitives', 'cardiomégalie idiopathique', 'cardiomyopathie primaire', 'cardiomyopathies secondaires', 'cardiomyopathie secondaire sai', 'cardiomyopathie secondaire, non précisée', 'cardiomyopathie secondaire', 'cardiomyopathie sai', 'cardiomyopathies', 'cardiomyopathie', 'myocardiodystrophie', 'myocardiopathies']	0.2
Q1648484	cardiomyopathie	Q847583	['C0033141', 'C0036529', 'C0878544']	['cardiomyopathie primaire sai', 'cardiomyopathies primitives', 'cardiomégalie idiopathique', 'cardiomyopathie primaire', 'cardiomyopathies secondaires', 'cardiomyopathie secondaire sai', 'cardiomyopathie secondaire, non précisée', 'cardiomyopathie secondaire', 'cardiomyopathie sai', 'cardiomyopathies', 'cardiomyopathie', 'myocardiodystrophie', 'myocardiopathies']	0.2
Q1860507	cardiomyopathie	Q847583	['C0033141', 'C0036529', 'C0878544']	['cardiomyopathie primaire sai', 'cardiomyopathies primitives', 'cardiomégalie idiopathique', 'cardiomyopathie primaire', 'cardiomyopathies secondaires', 'cardiomyopathie secondaire sai', 'cardiomyopathie secondaire, non précisée', 'cardiomyopathie secondaire', 'cardiomyopathie sai', 'cardiomyopathies', 'cardiomyopathie', 'myocardiodystrophie', 'myocardiopathies']	0.2
Q2484592	cardiomyopathie	Q847583	['C0033141', 'C0036529', 'C0878544']	['cardiomyopathie primaire sai', 'cardiomyopathies primitives', 'cardiomégalie idiopathique', 'cardiomyopathie primaire', 'cardiomyopathies secondaires', 'cardiomyopathie secondaire sai', 'cardiomyopathie secondaire, non précisée', 'cardiomyopathie secondaire', 'cardiomyopathie sai', 'cardiomyopathies', 'cardiomyopathie', 'myocardiodystrophie', 'myocardiopathies']	0.2
Q3234995	cardiomyopathie	Q847583	['C0033141', 'C0036529', 'C0878544']	['cardiomyopathie primaire sai', 'cardiomyopathies primitives', 'cardiomégalie idiopathique', 'cardiomyopathie primaire', 'cardiomyopathies secondaires', 'cardiomyopathie secondaire sai', 'cardiomyopathie secondaire, non précisée', 'cardiomyopathie secondaire', 'cardiomyopathie sai', 'cardiomyopathies', 'cardiomyopathie', 'myocardiodystrophie', 'myocardiopathies']	0.2
Q4865826	coussinet des phalanges	Q6423734	['C0264000']	['coussinets des phalanges']	1.0
Q1472	ulcère cutané	Q6452285	['C0037299']	['ulcère cutané', 'ulceration cutanee', 'ulcère cutané sai', 'ulcère de la peau', 'ulcération cutanée']	0.5
Q922927	ulcère cutané	Q6452285	['C0037299']	['ulcère cutané', 'ulceration cutanee', 'ulcère cutané sai', 'ulcère de la peau', 'ulcération cutanée']	0.5
Q30953	éruption maculopapuleuse	Q6725808	n/a	n/a	0.25
Q79793	éruption maculopapuleuse	Q6725808	n/a	n/a	0.25
Q720032	éruption maculopapuleuse	Q6725808	n/a	n/a	0.25
Q8071861	éruption maculopapuleuse	Q6725808	n/a	n/a	0.25
Q7080278	phénomène de Mizuo-Nakamura	Q6884891	n/a	n/a	1.0
Q3153686	fatigue musculaire	Q6940317	['C0242979', 'C4025573']	['fatigue du muscle', 'fatigue musculaire']	1.0
Q7005033	naevus comédonien	Q7005032	['C0265987']	[]	1.0
Q17540092	hamartome lipomateux	Q7005041	n/a	n/a	1.0
Q18371582	ligne de Pastia	Q7143005	n/a	n/a	1.0
Q12192	hémoptysie	Q647099	['C0019079']	"['hemoptysie', ""hemorr lors d'efforts de toux"", 'expectoration sanglante', 'toux avec expectorations sanguines', 'expectoration hémoptoque', 'crachats à traces de sang', 'hémoptysie']"	0.2
Q12204	hémoptysie	Q647099	['C0019079']	"['hemoptysie', ""hemorr lors d'efforts de toux"", 'expectoration sanglante', 'toux avec expectorations sanguines', 'expectoration hémoptoque', 'crachats à traces de sang', 'hémoptysie']"	0.2
Q47912	hémoptysie	Q647099	['C0019079']	"['hemoptysie', ""hemorr lors d'efforts de toux"", 'expectoration sanglante', 'toux avec expectorations sanguines', 'expectoration hémoptoque', 'crachats à traces de sang', 'hémoptysie']"	0.2
Q156103	pyrosis	Q537297	n/a	n/a	0.25
Q172941	pyrosis	Q537297	n/a	n/a	0.25
Q223591	pyrosis	Q537297	n/a	n/a	0.25
Q574905	pyrosis	Q537297	n/a	n/a	0.25
Q201989	vertige	Q10686316	n/a	n/a	0.125
Q615645	vertige	Q10686316	n/a	n/a	0.125
Q706845	vertige	Q10686316	n/a	n/a	0.125
Q817310	vertige	Q10686316	n/a	n/a	0.125
Q848662	vertige	Q10686316	n/a	n/a	0.125
Q1364270	vertige	Q10686316	n/a	n/a	0.125
Q1571398	vertige	Q10686316	n/a	n/a	0.125
Q18554460	vertige	Q10686316	n/a	n/a	0.125
Q131755	anhédonie	Q545365	['C0178417']	['anhédonie']	1.0
Q5160418	Hh	Q545403	['C1859408']	[]	1.0
Q615645	anhidrose	Q545408	['C0003028']	['anhidrose', 'anhydrose']	1.0
Q27164422	ankyloglossie	Q557552	['C0152415']	['ankyloglossie congénitale', 'ankyloglosse', 'ankyloglossie']	1.0
Q208562	dissection aortique	Q594660	n/a	n/a	1.0
Q5034093	hypertrichose	Q595010	['C0020555']	['hypertrichose', 'hypertrichoses']	0.5
Q24975353	hypertrichose	Q595010	['C0020555']	['hypertrichose', 'hypertrichoses']	0.5
Q29496	étourdissement	Q10916362	['C0012833']	['état nébuleux', 'sensation de tete qui tourne', 'sensation vertigineuse', 'etourdissement', 'étourdissement']	0.167
Q203133	étourdissement	Q10916362	['C0012833']	['état nébuleux', 'sensation de tete qui tourne', 'sensation vertigineuse', 'etourdissement', 'étourdissement']	0.167
Q817310	étourdissement	Q10916362	['C0012833']	['état nébuleux', 'sensation de tete qui tourne', 'sensation vertigineuse', 'etourdissement', 'étourdissement']	0.167
Q3153686	étourdissement	Q10916362	['C0012833']	['état nébuleux', 'sensation de tete qui tourne', 'sensation vertigineuse', 'etourdissement', 'étourdissement']	0.167
Q18554460	étourdissement	Q10916362	['C0012833']	['état nébuleux', 'sensation de tete qui tourne', 'sensation vertigineuse', 'etourdissement', 'étourdissement']	0.167
Q32553802	étourdissement	Q10916362	['C0012833']	['état nébuleux', 'sensation de tete qui tourne', 'sensation vertigineuse', 'etourdissement', 'étourdissement']	0.167
Q388646	urticaire allergique	Q7901359	['C0149526']	['urticaire allergique']	1.0
Q1345113	dermatose urticariforme	Q7901361	n/a	n/a	1.0
Q131755	saute d'humeur	Q7933601	n/a	n/a	0.5
Q246002	kyste hépatique	Q1811141	['C0267834']	['kyste hépatique', 'kyste hépatique sai']	1.0
Q18592	trouble du comportement	Q1815366	n/a	n/a	1.0
Q208562	ectopie du cristallin	Q1827028	n/a	n/a	1.0
Q32553802	bouffée de chaleur	Q1858291	['C0600142']	['bouffées de chaleur ménopausiques', 'bouffées de chaleur liées à la ménopause', 'bouffée de chaleur', 'bouffées de chaleur, ménopausiques', 'bouffées de chaleur sai', 'bouffees de chaleur', 'sensation de bouffées de chaleur', 'bouffées de chaleur au visage et au cou', 'bouffées de chaleur de la ménopause', 'bouffées de chaleur']	1.0
Q911427	péricardite	Q501561	['C0031046']	['péricardite sai', 'péricardite', 'pericardite']	1.0
Q495146	éosinophilie	Q505142	['C0014457']	['eosinophilie', 'éosinophilie']	0.333
Q2264130	éosinophilie	Q505142	['C0014457']	['eosinophilie', 'éosinophilie']	0.333
Q4463309	éosinophilie	Q505142	['C0014457']	['eosinophilie', 'éosinophilie']	0.333
Q1981276	Mal de dos	Q5781808	['C0004604']	['dorsalgie', 'douleur du dos', 'douleurs rachidiennes', 'dorso-lombalgie', 'douleur dorsale', 'mal de dos', 'douleur du dos, non précisée']	0.5
Q18554460	Mal de dos	Q5781808	['C0004604']	['dorsalgie', 'douleur du dos', 'douleurs rachidiennes', 'dorso-lombalgie', 'douleur dorsale', 'mal de dos', 'douleur du dos, non précisée']	0.5
Q6717114	dystrophie  de la rétine	Q5811451	['C0854723']	['dystrophies rétiniennes', 'dystrophie rétinienne', 'dystrophies de la rétine']	1.0
Q653383	contusion	Q574491	n/a	n/a	0.5
Q3109873	contusion	Q574491	n/a	n/a	0.5
Q156050	orchite	Q540850	['C0029191']	['orchite', 'inflammation testiculaire', 'orchite sai']	0.5
Q176741	orchite	Q540850	['C0029191']	['orchite', 'inflammation testiculaire', 'orchite sai']	0.5
Q7161793	douleur pelvienne	Q7161805	n/a	n/a	1.0
Q1117652	érosion épithéliale cornéenne	Q7260020	n/a	n/a	1.0
Q911427	vascularite rétinienne	Q7316771	['C0152026']	['vascularite de la rétine', 'angéite rétinienne', 'vascularite rétinienne']	1.0
Q194101	insuffisance staturale	Q7502090	['C0349588']	['petite stature', 'insuffisance staturale', 'petite taille']	0.5
Q937818	insuffisance staturale	Q7502090	['C0349588']	['petite stature', 'insuffisance staturale', 'petite taille']	0.5
Q1418152	paralysie faciale	Q7562539	['C0427055', 'C0015469']	['parésie faciale', 'faiblesse du visage', 'visage tombant', 'paralysie faciale', 'faiblesse musculaire du visage', 'paralysie faciale']	0.5
Q1648128	paralysie faciale	Q7562539	['C0427055', 'C0015469']	['parésie faciale', 'faiblesse du visage', 'visage tombant', 'paralysie faciale', 'faiblesse musculaire du visage', 'paralysie faciale']	0.5
Q387082	hypoplasie du thymus	Q7799616	['C0685891']	['hypoplasie du thymus']	0.5
Q525642	hypoplasie du thymus	Q7799616	['C0685891']	['hypoplasie du thymus']	0.5
Q9390284	trichorrhexie invaginée	Q7840964	n/a	n/a	1.0
Q1198391	confusion	Q557945	n/a	n/a	0.5
Q3153686	confusion	Q557945	n/a	n/a	0.5
Q18554460	sciatique	Q565276	['C0036396']	['ischions', 'ischialgie', 'sciatique', 'sciatalgie', 'névralgie du nerf sciatique', 'algie sciatique', 'névralgie sciatique']	1.0
Q3109873	pétéchie	Q1412657	['C0031256']	['eruption petechique', 'rash pétéchial', 'petechies', 'pétéchie']	1.0
Q154865	météorisme abdominal	Q1413614	['C3553272', 'CL426158']	[]	1.0
Q1052687	hyporéflexie	Q1419356	['C0700078']	['réflexe tendineux diminué']	1.0
Q39222	insomnie	Q1869874	['C0393770', 'C0917801', 'C3279991']	['syndrome de retard de phase du sommeil', 'syndrome de retard de phase', 'troubles du sommeil/insomnie', 'trouble insomniaque', 'agrypnie', 'manque de sommeil', 'insomnie sai', 'insomnie']	0.143
Q83319	insomnie	Q1869874	['C0393770', 'C0917801', 'C3279991']	['syndrome de retard de phase du sommeil', 'syndrome de retard de phase', 'troubles du sommeil/insomnie', 'trouble insomniaque', 'agrypnie', 'manque de sommeil', 'insomnie sai', 'insomnie']	0.143
Q131755	insomnie	Q1869874	['C0393770', 'C0917801', 'C3279991']	['syndrome de retard de phase du sommeil', 'syndrome de retard de phase', 'troubles du sommeil/insomnie', 'trouble insomniaque', 'agrypnie', 'manque de sommeil', 'insomnie sai', 'insomnie']	0.143
Q164727	insomnie	Q1869874	['C0393770', 'C0917801', 'C3279991']	['syndrome de retard de phase du sommeil', 'syndrome de retard de phase', 'troubles du sommeil/insomnie', 'trouble insomniaque', 'agrypnie', 'manque de sommeil', 'insomnie sai', 'insomnie']	0.143
Q408089	insomnie	Q1869874	['C0393770', 'C0917801', 'C3279991']	['syndrome de retard de phase du sommeil', 'syndrome de retard de phase', 'troubles du sommeil/insomnie', 'trouble insomniaque', 'agrypnie', 'manque de sommeil', 'insomnie sai', 'insomnie']	0.143
Q3153686	insomnie	Q1869874	['C0393770', 'C0917801', 'C3279991']	['syndrome de retard de phase du sommeil', 'syndrome de retard de phase', 'troubles du sommeil/insomnie', 'trouble insomniaque', 'agrypnie', 'manque de sommeil', 'insomnie sai', 'insomnie']	0.143
Q18554460	insomnie	Q1869874	['C0393770', 'C0917801', 'C3279991']	['syndrome de retard de phase du sommeil', 'syndrome de retard de phase', 'troubles du sommeil/insomnie', 'trouble insomniaque', 'agrypnie', 'manque de sommeil', 'insomnie sai', 'insomnie']	0.143
Q36956	lagophtalmie	Q620918	['C4022680']	[]	0.5
Q28024539	stéatose hépatique	Q6058862	['C0015695', 'C0015696']	['stéatose par infiltration', 'stéatose par infiltration graisseuse', 'stéatose du foie', 'stéatose hépatique', 'transformation graisseuse du foie', 'stéatose avec métamorphose', 'infiltration graisseuse du foie', 'altération de la stéatose du foie', 'metamorphose graisseuse du foie', 'dégénérescence graisseuse du foie', 'degenerescence graisseuse du foie', 'steatose hepatique', 'stéatose hépatique alcoolique', 'stéatose alcoolique', 'stéatose hépatique éthylique']	1.0
Q4421929	crise épileptique	Q6279182	n/a	n/a	0.5
Q28024539	crise épileptique	Q6279182	n/a	n/a	0.5
Q408089	dysgueusie	Q6402731	n/a	n/a	1.0
Q36956	polyneuropathie	Q1502312	['C0152025']	['neuropathies multiples', 'polyneuropathie sai', 'polyneuropathies', 'polyneuropathie']	0.5
Q164727	polyneuropathie	Q1502312	['C0152025']	['neuropathies multiples', 'polyneuropathie sai', 'polyneuropathies', 'polyneuropathie']	0.5
Q36956	microperforation	Q1508510	n/a	n/a	1.0
Q7165022	Omphalocèle	Q1521567	['C0795690', 'C1306503']	['omphalocèle', 'hernie ombilicale', 'omphalocèle', 'omphalocele', 'exomphalocèle', 'hernie ombilicale congénitale', 'exomphale']	1.0
Q836356	stridor	Q1525170	['C0038450']	['stridor']	1.0
