CIS	CISLabel	IN	INlabel	drugUri
CIS68134034	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS68485478	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS68418180	LEVODOPA/CARBIDOPA/ENTACAPONE EG 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS68080241	LEVODOPA/CARBIDOPA/ENTACAPONE EG 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS69355498	CORBILTA 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS69910715	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 50 mg/12,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS60557096	KETODERM 2 %, crème	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS60502840	KETOCONAZOLE EG 2 %, gel en récipient-unidose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS60034936	KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS62701346	KETOCONAZOLE ARROW 2 %, gel en récipient-unidose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS66227874	KETOCONAZOLE ARROW 2 %, gel en sachet-dose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS66873350	KETODERM 2 %, gel en sachet	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS67555436	KETODERM 2 %, gel en récipient unidose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS66763498	KETOCONAZOLE SANDOZ 2 %, gel en récipient-unidose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS69323162	KETOCONAZOLE BIOGARAN 2 %, gel en récipient unidose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS69572441	KETOCONAZOLE MYLAN 2 %, gel en récipient unidose	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS69406163	KETOCONAZOLE HRA 200 mg, comprimé	http://www.romedi.fr/romedi/INenao5qmhf49q7n159i837sieuu87sesl	KÉTOCONAZOLE	Q407883
CIS62444574	NAUTAMINE, comprimé sécable	http://www.romedi.fr/romedi/IN6krt1ct3gdfqshm763sfcds56p4hreh4	DIPHÉNHYDRAMINE	Q413486
CIS61118337	VIDAZA 25 mg/ml poudre pour suspension injectable	http://www.romedi.fr/romedi/IN0stuli3ehu4umr8l2utbnms565oelqtf	AZACITIDINE	Q416451
CIS60160707	DEROXAT 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS65760638	DEROXAT 20 mg/10 ml, suspension buvable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS60945451	PAROXETINE SANDOZ 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS60546662	PAROXETINE MYLAN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS60040608	PAROXETINE RATIOPHARM 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS65320578	PAROXETINE ARROW 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS64854287	PAROXETINE BIOGARAN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS64941258	PAROXETINE ALMUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS64657756	PAROXETINE ZYDUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS66176497	PAROXETINE EG 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS66275029	PAROXETINE ALTER 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS65668830	PAROXETINE TEVA 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS68085224	DIVARIUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS69188939	PAROXETINE EVOLUGEN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS69314170	PAROXETINE ZENTIVA 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INknfe8o7aviu3ns0p1bb45cnj121st4cb	PAROXÉTINE	Q408471
CIS60940109	TUSSIDANE 1,5 mg/ml, sirop	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS66367100	PULMODEXANE 300 mg/100 ml SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS60133432	TUSSIDANE 30 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS63405058	FLUIMUCIL TOUX SECHE DEXTROMETHORPHANE 15 mg/5 ml ADULTES SANS SUCRE, solution buvable en sachet édulcorée à la saccharine sodique	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS65799705	DEXTROMETHORPHANE BIOGARAN 1,5 mg/mL SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS69874361	DEXTROCIDINE 0,3 %, sirop	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS69767352	TUXIUM 30 mg, capsule	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS68948990	NODEX ADULTES, sirop en récipient unidose	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS66819541	TUSSIDANE 1,5 mg/ml SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/IN16taekft4adh3ge3n9nmq03ev0gbgp73	DEXTROMÉTHORPHANE	Q407781
CIS65501436	VIRAMUNE 50 mg/5 ml, suspension buvable	http://www.romedi.fr/romedi/INrv1m23ol3fdlh5vp9d88t213t0n6c8s1	NÉVIRAPINE	Q263713
CIS63791738	VIRAMUNE 200 mg, comprimé	http://www.romedi.fr/romedi/INrv1m23ol3fdlh5vp9d88t213t0n6c8s1	NÉVIRAPINE	Q263713
CIS65256474	NEVIRAPINE MYLAN 200 mg, comprimé	http://www.romedi.fr/romedi/INrv1m23ol3fdlh5vp9d88t213t0n6c8s1	NÉVIRAPINE	Q263713
CIS69410368	VIRAMUNE 400 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INrv1m23ol3fdlh5vp9d88t213t0n6c8s1	NÉVIRAPINE	Q263713
CIS66890524	NEVIRAPINE TEVA LP 400 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INrv1m23ol3fdlh5vp9d88t213t0n6c8s1	NÉVIRAPINE	Q263713
CIS68759947	NEVIRAPINE CRISTERS LP 400 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INrv1m23ol3fdlh5vp9d88t213t0n6c8s1	NÉVIRAPINE	Q263713
CIS62554177	ENDOXAN 50 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi1vmc16ulke40dd055assfm4dhn6qum0	CYCLOPHOSPHAMIDE	Q408524
CIS64635418	ENDOXAN 500 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/INi1vmc16ulke40dd055assfm4dhn6qum0	CYCLOPHOSPHAMIDE	Q408524
CIS69586327	ENDOXAN 1000 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/INi1vmc16ulke40dd055assfm4dhn6qum0	CYCLOPHOSPHAMIDE	Q408524
CIS68564413	CYCLOPHOSPHAMIDE SANDOZ 500 mg, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/INi1vmc16ulke40dd055assfm4dhn6qum0	CYCLOPHOSPHAMIDE	Q408524
CIS69116135	CYCLOPHOSPHAMIDE SANDOZ 1000 mg, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/INi1vmc16ulke40dd055assfm4dhn6qum0	CYCLOPHOSPHAMIDE	Q408524
CIS63463588	DIAMOX 500 mg, poudre et solvant pour préparation injectable	http://www.romedi.fr/romedi/IN5dm42g000qmosgn7ntvu1niobjas38lu	ACÉTAZOLAMIDE	Q413690
CIS68693244	DIAMOX 250 mg, comprimé sécable	http://www.romedi.fr/romedi/IN5dm42g000qmosgn7ntvu1niobjas38lu	ACÉTAZOLAMIDE	Q413690
CIS69445376	RHINADVIL RHUME IBUPROFENE/PSEUDOEPHEDRINE, comprimé enrobé	http://www.romedi.fr/romedi/IN1qi8o9j95qfbep2uesn8cb7807ml2jnn	PSEUDOÉPHÉDRINE	Q263958
CIS69928332	ACTIFED RHUME, comprimé	http://www.romedi.fr/romedi/IN1qi8o9j95qfbep2uesn8cb7807ml2jnn	PSEUDOÉPHÉDRINE	Q263958
CIS63369053	PARLODEL 2,5 mg, comprimé sécable	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS61606500	BROMOCRIPTINE ZENTIVA 2,5 mg, comprimé sécable	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS62504128	BROMOCRIPTINE ZENTIVA 2,5 mg lNHIBITION DE LA LACTATION, comprimé sécable	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS64141483	PARLODEL 5 mg, gélule	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS65539814	PARLODEL 2,5 mg inhibition de la lactation, comprimé sécable	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS66729097	PARLODEL 10 mg, gélule	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS67505668	BROMOCRIPTINE ZENTIVA 10 mg, gélule	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS68842663	BROMOCRIPTINE ZENTIVA 5 mg, gélule	http://www.romedi.fr/romedi/INl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	Q413581
CIS62519799	SOTALEX 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS64820630	SOTALEX 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS65673980	SOTALOL MYLAN 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS60291941	SOTALOL CRISTERS 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS61852676	SOTALOL EG 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS61678318	SOTALOL BIOGARAN 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS62779793	SOTALOL ARROW 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS63037738	SOTALOL TEVA 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS62193524	SOTALOL SANDOZ 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS63931268	SOTALOL CRISTERS 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS65233835	SOTALOL BIOGARAN 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS66304687	SOTALOL SANDOZ 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS68629188	SOTALOL EG 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS69970484	SOTALOL MYLAN 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS67154354	SOTALOL ARROW 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591
CIS60928936	ADEPAL, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS64558256	MINIDRIL, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS66349230	MIRENA 52 mg (20 microgrammes/24 heures), dispositif intra-utérin	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS60812935	NORLEVO 1,5 mg, comprimé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS63941294	DAILY, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS61109509	EVANECIA, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS66288222	PACILIA, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS60078078	LEVONORGESTREL EG 1,5 mg, comprimé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS61400411	OPTILOVA 20 microgrammes/100 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS62351344	LEVONORGESTREL/ETHINYLESTRADIOL BIOGARAN 150 microgrammes/30 microgrammes, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS63099572	LEVONORGESTREL/ETHINYLESTRADIOL EG 100 microgrammes/20 microgrammes, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS63071085	OPTIDRIL 30 microgrammes/150 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS63905960	JAYDESS 13,5 mg, système de diffusion intra-utérin	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS64977368	SEASONIQUE 150 microgrammes/30 microgrammes + 10 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS61171418	LEVONORGESTREL/ETHINYLESTRADIOL BIOGARAN 100 microgrammes/20 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS61848286	TRINORDIOL, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS63463104	KYLEENA 19,5 milligrammes, système de diffusion intra-utérin	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS68486929	MICROVAL, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS66595328	LUDEAL 0,15 mg/0,03 mg, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS66819566	LEELOO 0,1 mg/0,02 mg, comprimé enrobé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS69491847	LOVAVULO 20 microgrammes/100 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/INl05g1s0mm2hiq39g6p04hslunmrt6okl	LÉVONORGESTREL	Q416950
CIS64676030	IMIGRANE 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INhu4ngfrg1q5juojllvcsm39l5qq8difr	SUMATRIPTAN	Q416978
CIS66276750	IMIJECT 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie	http://www.romedi.fr/romedi/INhu4ngfrg1q5juojllvcsm39l5qq8difr	SUMATRIPTAN	Q416978
CIS67153334	IMIGRANE 10 mg/0,1 ml, solution pour pulvérisation nasale	http://www.romedi.fr/romedi/INhu4ngfrg1q5juojllvcsm39l5qq8difr	SUMATRIPTAN	Q416978
CIS67876328	IMIGRANE 20 mg/0,1 ml, solution pour pulvérisation nasale	http://www.romedi.fr/romedi/INhu4ngfrg1q5juojllvcsm39l5qq8difr	SUMATRIPTAN	Q416978
CIS69485328	IMIGRANE 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie	http://www.romedi.fr/romedi/INhu4ngfrg1q5juojllvcsm39l5qq8difr	SUMATRIPTAN	Q416978
CIS61621356	TOBREX 0,3 %, pommade ophtalmique	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS65533512	NEBCINE 75 mg, solution injectable	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS66302120	TOBRADEX, collyre en suspension	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS65832685	TOBI 300 mg/5 ml, solution pour inhalation par nébuliseur	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS60565723	TOBI PODHALER 28 mg, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS67923265	NEBCINE 25 mg, solution injectable	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS67299307	TOBREX 0,3 %, collyre en solution	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS68965192	TOBRAMYCINE MYLAN 75 mg/1,5 ml, solution injectable (IM-IV) en flacon	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS66613299	NEBCINE 100 mg, solution injectable	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS69240211	TOBRABACT 0,3 %, collyre en solution	http://www.romedi.fr/romedi/INqqnsuhi2s3jm32h2o7k6o1ktm5kk2dcs	TOBRAMYCINE	Q1758380
CIS64630264	APOKINON 30 mg/3 ml (1 %), solution injectable en stylo pré-rempli	http://www.romedi.fr/romedi/INrtq69gmcbel4skstn1nfbs2droctuqu3	APOMORPHINE	Q269111
CIS65390295	APOKINON 10 mg/ml, solution injectable (S.C.)	http://www.romedi.fr/romedi/INrtq69gmcbel4skstn1nfbs2droctuqu3	APOMORPHINE	Q269111
CIS65959832	DOPACEPTIN 5 mg/ml, solution pour perfusion	http://www.romedi.fr/romedi/INrtq69gmcbel4skstn1nfbs2droctuqu3	APOMORPHINE	Q269111
CIS68598209	APOKINON 5 mg/ml, solution injectable	http://www.romedi.fr/romedi/INrtq69gmcbel4skstn1nfbs2droctuqu3	APOMORPHINE	Q269111
CIS67746384	DOPACEPTIN 10 mg /ml, solution injectable en cartouche	http://www.romedi.fr/romedi/INrtq69gmcbel4skstn1nfbs2droctuqu3	APOMORPHINE	Q269111
CIS64256891	PROLIA 60 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/IN9cop73b2rjn0vvdvn7fs57l0cbkthg4p	DÉNOSUMAB	Q408283
CIS65243459	XGEVA 120 mg, solution injectable	http://www.romedi.fr/romedi/IN9cop73b2rjn0vvdvn7fs57l0cbkthg4p	DÉNOSUMAB	Q408283
CIS62154101	ENOXOR 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INgg549592o63tsfu8h9ef3eg3r1drhd0c	ÉNOXACINE	Q1639616
CIS65088998	METALYSE 10000 unités, poudre et solvant pour solution injectable	http://www.romedi.fr/romedi/IN9h38ntqvngu48de219tj0vq3hcvvtvhe	TÉNECTÉPLASE	Q1644947
CIS68875332	VELBE 10 mg, poudre pour solution injectable I.V.	http://www.romedi.fr/romedi/IN1c3pepvfr3s0feq4ed5r3fbgcchtehvi	VINBLASTINE	Q282629
CIS64117646	NARCAN 0,4 mg/1 ml, solution injectable en ampoule	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS64456251	NALOXONE MYLAN 0,4 mg/1 ml, solution injectable en ampoule	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS63827255	SUBOXONE 2 mg/0,5 mg, comprimé sublingual	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS64381336	SUBOXONE 8 mg/2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS60855566	NALSCUE 0,9 mg/0,1 ml, solution pour pulvérisation nasale en récipient unidose	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS62319791	OXSYNIA 30 mg/15 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS65244963	OXSYNIA 20 mg/10 mg comprimé à libération prolongée	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS65158667	OXSYNIA 40 mg/20 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS66883896	NALOXONE AGUETTANT 0,4 mg/ml, solution injectable	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS68243717	OXSYNIA 10 mg/5 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS69860739	OXSYNIA 15 mg/7,5 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INntuev4i9kqtop7o3618cktinpgq8mqtt	NALOXONE	Q282902
CIS60988157	MEDROL 4 mg, comprimé sécable	http://www.romedi.fr/romedi/IN5v63om7qu1urkigbkg8ai524jmaj07kq	MÉTHYLPREDNISOLONE	Q417222
CIS64639548	MEDROL 16 mg, comprimé sécable	http://www.romedi.fr/romedi/IN5v63om7qu1urkigbkg8ai524jmaj07kq	MÉTHYLPREDNISOLONE	Q417222
CIS64085814	DEPO-MEDROL 40 mg/1 ml, suspension injectable en flacon	http://www.romedi.fr/romedi/IN5v63om7qu1urkigbkg8ai524jmaj07kq	MÉTHYLPREDNISOLONE	Q417222
CIS60224316	MEDROL 100 mg, comprimé	http://www.romedi.fr/romedi/IN5v63om7qu1urkigbkg8ai524jmaj07kq	MÉTHYLPREDNISOLONE	Q417222
CIS60626197	SOLUMEDROL 500 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/IN5v63om7qu1urkigbkg8ai524jmaj07kq	MÉTHYLPREDNISOLONE	Q417222
CIS63341221	METHYLPREDNISOLONE MYLAN 1 g, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/IN5v63om7qu1urkigbkg8ai524jmaj07kq	MÉTHYLPREDNISOLONE	Q417222
CIS62628873	METHYLPREDNISOLONE MYLAN 500 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/IN5v63om7qu1urkigbkg8ai524jmaj07kq	MÉTHYLPREDNISOLONE	Q417222
